SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,REAL_TOTAL_PROD,REAL_STEAM2COND,REAL_STEAM2EXTR,REAL_WATER2COND,REAL_OIL2CONDEXTR,REAL_WATER2EXTR,REAL_ADD2CONDEXTR,REAL_ADD5,REAL_ADD6,WASTE_TOTAL_PROD,WASTE_STEAM2COND,WASTE_STEAM2EXTR,WASTE_WATER2COND,WASTE_OIL2CONDEXTR,WASTE_WATER2EXTR,WASTE_ADD2CONDEXTR,WASTE_ADD5,WASTE_ADD6
SEG_030826_234706_01,030826_234706,N/A,2026-03-08T23:47:06,2026-03-08T23:59:59,690,0.449,0.054,0.025,0.013,0.005,0.016,0.007,0.002,0.002,0.0038,0.0005,0.0002,0.0001,0.0,0.0001,0.0001,2e-05,2e-05
SEG_030826_234706_02,030826_234706,N/A,2026-03-09T00:00:00,2026-03-09T05:01:41,14705,9.301,1.342,0.885,0.339,0.26,0.389,0.081,0.022,0.027,0.107,0.0154,0.0102,0.0039,0.003,0.0045,0.0009,0.00025,0.00031
SEG_030926_133537_01,030926_133537,N/A,2026-03-09T13:35:37,2026-03-09T23:59:59,30121,14.352,1.624,1.35,0.375,0.378,0.617,0.27,0.055,0.064,0.1436,0.0162,0.0135,0.0038,0.0038,0.0062,0.0027,0.00055,0.00064
SEG_030926_133537_02,030926_133537,N/A,2026-03-10T00:00:00,2026-03-10T03:34:02,10111,6.077,0.861,0.437,0.141,0.07,0.23,0.075,0.012,0.023,0.0822,0.0116,0.0059,0.0019,0.0009,0.0031,0.001,0.00016,0.00031
SEG_031026_055401_01,031026_055401,N/A,2026-03-10T05:54:01,2026-03-10T18:38:44,35093,17.908,2.649,1.326,0.856,0.454,0.551,0.148,0.046,0.078,0.299,0.0442,0.0221,0.0143,0.0076,0.0092,0.0025,0.00077,0.0013
SEG_031026_235822_01,031026_235822,N/A,2026-03-10T23:58:22,2026-03-10T23:59:59,85,0.039,0.004,0.002,0.002,0.001,0.001,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEG_031026_235822_02,031026_235822,N/A,2026-03-11T00:00:00,2026-03-11T21:27:26,72344,49.62,6.916,4.022,2.443,0.787,1.151,0.837,0.246,0.09,0.3995,0.0557,0.0324,0.0197,0.0063,0.0093,0.0067,0.00198,0.00072
SEG_031226_000245_01,031226_000245,N/A,2026-03-12T00:02:45,2026-03-12T14:46:10,40821,24.254,3.271,1.811,0.606,0.392,0.521,0.317,0.112,0.041,0.1511,0.0204,0.0113,0.0038,0.0024,0.0032,0.002,0.0007,0.00026
SEG_031226_175934_01,031226_175934,N/A,2026-03-12T17:59:34,2026-03-12T23:59:59,18117,10.251,1.028,0.617,0.278,0.103,0.35,0.131,0.029,0.037,0.1707,0.0171,0.0103,0.0046,0.0017,0.0058,0.0022,0.00048,0.00062
SEG_031226_175934_02,031226_175934,N/A,2026-03-13T00:00:00,2026-03-13T07:21:57,23136,11.266,1.263,0.84,0.293,0.335,0.526,0.214,0.048,0.018,0.1127,0.0126,0.0084,0.0029,0.0034,0.0053,0.0021,0.00048,0.00018
SEG_031326_194737_01,031326_194737,N/A,2026-03-13T19:47:37,2026-03-13T23:59:59,12722,6.48,0.827,0.362,0.261,0.093,0.22,0.081,0.03,0.015,0.0678,0.0087,0.0038,0.0027,0.001,0.0023,0.0008,0.00031,0.00016
SEG_031326_194737_02,031326_194737,N/A,2026-03-14T00:00:00,2026-03-14T01:24:29,4502,3.085,0.45,0.3,0.105,0.032,0.081,0.019,0.008,0.015,0.0485,0.0071,0.0047,0.0017,0.0005,0.0013,0.0003,0.00013,0.00024
SEG_031426_035705_01,031426_035705,N/A,2026-03-14T03:57:05,2026-03-14T21:50:56,60951,35.643,4.994,2.922,0.925,0.6,0.925,0.675,0.102,0.066,0.4415,0.0619,0.0362,0.0115,0.0074,0.0115,0.0084,0.00126,0.00082
SEG_031526_061538_01,031526_061538,N/A,2026-03-15T06:15:38,2026-03-15T23:59:59,50586,23.438,2.91,2.262,0.977,0.47,0.78,0.334,0.053,0.092,0.3985,0.0495,0.0385,0.0166,0.008,0.0133,0.0057,0.0009,0.00156
SEG_031526_061538_02,031526_061538,N/A,2026-03-16T00:00:00,2026-03-16T16:33:01,42223,22.784,2.906,1.445,0.693,0.624,1.007,0.146,0.034,0.106,0.2999,0.0383,0.019,0.0091,0.0082,0.0133,0.0019,0.00045,0.0014
SEG_031626_205646_01,031626_205646,N/A,2026-03-16T20:56:46,2026-03-16T23:59:59,10136,5.016,0.562,0.322,0.173,0.104,0.236,0.047,0.017,0.011,0.0642,0.0072,0.0041,0.0022,0.0013,0.003,0.0006,0.00022,0.00014
SEG_031626_205646_02,031626_205646,N/A,2026-03-17T00:00:00,2026-03-17T23:59:59,72414,47.479,6.844,2.544,1.422,1.367,2.37,0.605,0.087,0.198,0.3792,0.0547,0.0203,0.0114,0.0109,0.0189,0.0048,0.00069,0.00158
SEG_031626_205646_03,031626_205646,N/A,2026-03-18T00:00:00,2026-03-18T01:50:13,4975,2.16,0.291,0.149,0.081,0.024,0.054,0.024,0.007,0.003,0.032,0.0043,0.0022,0.0012,0.0004,0.0008,0.0004,0.0001,4e-05
SEG_031826_040850_01,031826_040850,N/A,2026-03-18T04:08:50,2026-03-18T23:59:59,62668,31.253,3.983,3.124,1.496,0.475,0.636,0.512,0.126,0.108,0.5571,0.071,0.0557,0.0267,0.0085,0.0113,0.0091,0.00225,0.00193
SEG_031826_040850_02,031826_040850,N/A,2026-03-19T00:00:00,2026-03-19T20:21:10,68850,31.85,3.519,2.412,1.012,0.851,0.868,0.557,0.054,0.149,0.2285,0.0253,0.0173,0.0073,0.0061,0.0062,0.004,0.00039,0.00107
SEG_032026_081433_01,032026_081433,N/A,2026-03-20T08:14:33,2026-03-20T20:50:58,33197,20.401,2.381,1.297,0.941,0.544,0.722,0.342,0.022,0.049,0.1302,0.0152,0.0083,0.006,0.0035,0.0046,0.0022,0.00014,0.00031
SEG_032126_004305_01,032126_004305,N/A,2026-03-21T00:43:05,2026-03-21T23:59:59,62683,26.867,2.698,2.146,1.242,0.737,0.611,0.28,0.042,0.087,0.4444,0.0446,0.0355,0.0205,0.0122,0.0101,0.0046,0.00069,0.00144
SEG_032126_004305_02,032126_004305,N/A,2026-03-22T00:00:00,2026-03-22T18:21:08,59216,40.164,4.772,2.103,0.977,1.004,1.986,0.418,0.044,0.083,0.6886,0.0818,0.0361,0.0168,0.0172,0.034,0.0072,0.00075,0.00142
SEG_032326_023833_01,032326_023833,N/A,2026-03-23T02:38:33,2026-03-23T23:59:59,69816,45.153,5.699,2.478,1.383,0.725,2.007,0.859,0.131,0.055,0.8579,0.1083,0.0471,0.0263,0.0138,0.0381,0.0163,0.00249,0.00104
SEG_032326_023833_02,032326_023833,N/A,2026-03-24T00:00:00,2026-03-24T11:06:06,29321,16.199,2.265,0.813,0.628,0.445,0.457,0.171,0.08,0.057,0.1775,0.0248,0.0089,0.0069,0.0049,0.005,0.0019,0.00088,0.00062
SEG_032426_152025_01,032426_152025,N/A,2026-03-24T15:20:25,2026-03-24T23:59:59,24364,15.056,1.787,1.335,0.427,0.313,0.435,0.247,0.053,0.044,0.1622,0.0193,0.0144,0.0046,0.0034,0.0047,0.0027,0.00057,0.00047
SEG_032426_152025_02,032426_152025,N/A,2026-03-25T00:00:00,2026-03-25T06:36:36,17688,11.215,1.605,1.061,0.342,0.229,0.397,0.146,0.035,0.028,0.2023,0.029,0.0191,0.0062,0.0041,0.0072,0.0026,0.00063,0.00051
