SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,REAL_TOTAL_PROD,REAL_STEAM2COND,REAL_STEAM2EXTR,REAL_WATER2COND,REAL_OIL2CONDEXTR,REAL_WATER2EXTR,REAL_ADD2CONDEXTR,REAL_ADD5,REAL_ADD6,WASTE_TOTAL_PROD,WASTE_STEAM2COND,WASTE_STEAM2EXTR,WASTE_WATER2COND,WASTE_OIL2CONDEXTR,WASTE_WATER2EXTR,WASTE_ADD2CONDEXTR,WASTE_ADD5,WASTE_ADD6
SEG_081326_082811_01,081326_082811,N/A,2026-08-13T08:28:11,2026-08-13T23:59:59,51130,30.372,3.571,2.423,0.761,0.803,0.793,0.503,0.104,0.101,0.4108,0.0483,0.0328,0.0103,0.0109,0.0107,0.0068,0.00141,0.00137
SEG_081326_082811_02,081326_082811,N/A,2026-08-14T00:00:00,2026-08-14T21:45:44,59024,32.559,4.872,2.953,1.221,0.737,1.039,0.491,0.065,0.098,0.1786,0.0267,0.0162,0.0067,0.004,0.0057,0.0027,0.00036,0.00054
SEG_081526_045813_01,081526_045813,N/A,2026-08-15T04:58:13,2026-08-15T12:45:21,26368,18.285,2.49,1.51,0.671,0.276,0.37,0.107,0.07,0.023,0.1708,0.0233,0.0141,0.0063,0.0026,0.0035,0.001,0.00065,0.00021
SEG_081526_221438_01,081526_221438,N/A,2026-08-15T22:14:38,2026-08-15T23:59:59,4732,2.406,0.304,0.186,0.064,0.049,0.068,0.014,0.01,0.008,0.0368,0.0046,0.0028,0.001,0.0007,0.001,0.0002,0.00015,0.00012
SEG_081526_221438_02,081526_221438,N/A,2026-08-16T00:00:00,2026-08-16T23:59:59,67796,37.955,5.048,3.376,1.672,0.792,1.821,0.697,0.113,0.119,0.6978,0.0928,0.0621,0.0307,0.0146,0.0335,0.0128,0.00208,0.00219
SEG_081526_221438_03,081526_221438,N/A,2026-08-17T00:00:00,2026-08-17T01:27:59,4341,2.175,0.284,0.187,0.097,0.037,0.057,0.017,0.006,0.006,0.0137,0.0018,0.0012,0.0006,0.0002,0.0004,0.0001,4e-05,4e-05
SEG_081726_074253_01,081726_074253,N/A,2026-08-17T07:42:53,2026-08-17T23:59:59,43216,24.912,2.532,1.787,0.823,0.614,0.932,0.289,0.105,0.039,0.3678,0.0374,0.0264,0.0122,0.0091,0.0138,0.0043,0.00155,0.00058
SEG_081726_074253_02,081726_074253,N/A,2026-08-18T00:00:00,2026-08-18T13:44:43,45871,19.13,2.863,1.779,0.564,0.252,0.683,0.149,0.083,0.071,0.2464,0.0369,0.0229,0.0073,0.0032,0.0088,0.0019,0.00107,0.00091
SEG_081826_160132_01,081826_160132,N/A,2026-08-18T16:01:32,2026-08-18T23:59:29,21335,9.597,1.196,0.871,0.303,0.138,0.231,0.083,0.024,0.019,0.1884,0.0235,0.0171,0.0059,0.0027,0.0045,0.0016,0.00047,0.00037
SEG_081926_032654_01,081926_032654,N/A,2026-08-19T03:26:54,2026-08-19T23:59:59,62682,38.882,4.659,2.663,1.585,0.615,1.903,0.364,0.041,0.115,0.7211,0.0864,0.0494,0.0294,0.0114,0.0353,0.0068,0.00076,0.00213
SEG_081926_032654_02,081926_032654,N/A,2026-08-20T00:00:00,2026-08-20T16:36:30,53761,36.502,4.019,3.115,1.018,0.912,1.187,0.547,0.104,0.065,0.1877,0.0207,0.016,0.0052,0.0047,0.0061,0.0028,0.00053,0.00033
SEG_082126_030245_01,082126_030245,N/A,2026-08-21T03:02:45,2026-08-21T12:08:59,27330,11.981,1.484,0.852,0.512,0.2,0.466,0.063,0.027,0.029,0.2122,0.0263,0.0151,0.0091,0.0035,0.0083,0.0011,0.00048,0.00051
SEG_082126_222406_01,082126_222406,N/A,2026-08-21T22:24:06,2026-08-21T23:59:59,4571,2.42,0.293,0.211,0.092,0.05,0.121,0.036,0.011,0.011,0.0378,0.0046,0.0033,0.0014,0.0008,0.0019,0.0006,0.00017,0.00017
SEG_082126_222406_02,082126_222406,N/A,2026-08-22T00:00:00,2026-08-22T23:59:59,78151,43.208,5.302,3.393,1.126,0.874,1.291,0.45,0.092,0.211,0.5719,0.0702,0.0449,0.0149,0.0116,0.0171,0.006,0.00122,0.00279
SEG_082126_222406_03,082126_222406,N/A,2026-08-23T00:00:00,2026-08-23T07:09:49,20527,8.604,1.107,0.75,0.298,0.104,0.191,0.092,0.027,0.031,0.1205,0.0155,0.0105,0.0042,0.0015,0.0027,0.0013,0.00038,0.00043
SEG_082326_141605_01,082326_141605,N/A,2026-08-23T14:16:05,2026-08-23T23:59:59,31532,21.784,3.262,2.014,0.662,0.519,0.529,0.208,0.081,0.1,0.3994,0.0598,0.0369,0.0121,0.0095,0.0097,0.0038,0.00149,0.00183
SEG_082326_141605_02,082326_141605,N/A,2026-08-24T00:00:00,2026-08-24T17:56:47,59090,26.464,3.433,2.565,1.159,0.558,1.062,0.415,0.029,0.121,0.3882,0.0504,0.0376,0.017,0.0082,0.0156,0.0061,0.00043,0.00177
SEG_082526_031514_01,082526_031514,N/A,2026-08-25T03:15:14,2026-08-25T22:51:16,52189,31.104,4.342,2.119,0.806,0.543,0.881,0.24,0.067,0.056,0.4186,0.0584,0.0285,0.0108,0.0073,0.0119,0.0032,0.0009,0.00075
SEG_082626_020626_01,082626_020626,N/A,2026-08-26T02:06:26,2026-08-26T13:44:13,31727,16.146,2.331,0.905,0.614,0.251,0.417,0.147,0.048,0.042,0.1841,0.0266,0.0103,0.007,0.0029,0.0048,0.0017,0.00055,0.00048
SEG_082726_023147_01,082726_023147,N/A,2026-08-27T02:31:47,2026-08-27T20:19:20,55195,29.196,3.29,1.514,0.806,0.778,1.274,0.32,0.033,0.037,0.2984,0.0336,0.0155,0.0082,0.008,0.013,0.0033,0.00034,0.00038
SEG_082826_024848_01,082826_024848,N/A,2026-08-28T02:48:48,2026-08-28T23:59:59,63987,43.788,4.778,4.298,1.974,0.911,0.943,0.661,0.164,0.214,0.5304,0.0579,0.0521,0.0239,0.011,0.0114,0.008,0.00199,0.00259
SEG_082826_024848_02,082826_024848,N/A,2026-08-29T00:00:00,2026-08-29T19:35:19,54619,33.764,3.984,2.068,1.338,0.46,1.356,0.416,0.077,0.065,0.199,0.0235,0.0122,0.0079,0.0027,0.008,0.0025,0.00045,0.00038
SEG_082926_222127_01,082926_222127,N/A,2026-08-29T22:21:27,2026-08-29T23:59:59,4884,3.034,0.388,0.168,0.099,0.044,0.076,0.033,0.008,0.015,0.0159,0.002,0.0009,0.0005,0.0002,0.0004,0.0002,4e-05,8e-05
SEG_082926_222127_02,082926_222127,N/A,2026-08-30T00:00:00,2026-08-30T23:59:59,62220,37.348,5.062,2.83,1.088,0.468,1.291,0.37,0.065,0.096,0.3344,0.0453,0.0253,0.0097,0.0042,0.0116,0.0033,0.00058,0.00086
SEG_082926_222127_03,082926_222127,N/A,2026-08-31T00:00:00,2026-08-31T04:58:48,16366,7.278,1.066,0.61,0.252,0.158,0.272,0.086,0.018,0.036,0.04,0.0059,0.0034,0.0014,0.0009,0.0015,0.0005,0.0001,0.0002
