SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,REAL_TOTAL_PROD,REAL_STEAM2COND,REAL_STEAM2EXTR,REAL_WATER2COND,REAL_OIL2CONDEXTR,REAL_WATER2EXTR,REAL_ADD2CONDEXTR,REAL_ADD5,REAL_ADD6,WASTE_TOTAL_PROD,WASTE_STEAM2COND,WASTE_STEAM2EXTR,WASTE_WATER2COND,WASTE_OIL2CONDEXTR,WASTE_WATER2EXTR,WASTE_ADD2CONDEXTR,WASTE_ADD5,WASTE_ADD6
SEG_051126_094140_01,051126_094140,N/A,2026-05-11T09:41:40,2026-05-11T23:59:59,43383,29.157,4.171,1.543,1.396,0.482,1.138,0.514,0.038,0.119,0.3456,0.0494,0.0183,0.0165,0.0057,0.0135,0.0061,0.00045,0.00141
SEG_051126_094140_02,051126_094140,N/A,2026-05-12T00:00:00,2026-05-12T02:05:27,5645,3.587,0.452,0.22,0.162,0.053,0.122,0.038,0.015,0.01,0.0233,0.0029,0.0014,0.0011,0.0003,0.0008,0.0002,0.0001,7.00E-05
SEG_051226_065026_01,051226_065026,N/A,2026-05-12T06:50:26,2026-05-12T23:59:59,57336,38.95,5.249,2.59,1.882,0.652,1.59,0.596,0.15,0.191,0.317,0.0427,0.0211,0.0153,0.0053,0.0129,0.0049,0.00122,0.00155
SEG_051226_065026_02,051226_065026,N/A,2026-05-13T00:00:00,2026-05-13T10:04:35,33259,15.602,1.867,1.268,0.565,0.421,0.559,0.167,0.05,0.044,0.0907,0.0109,0.0074,0.0033,0.0024,0.0033,0.001,0.00029,0.00026
SEG_051326_233820_01,051326_233820,N/A,2026-05-13T23:38:20,2026-05-13T23:59:59,1191,0.715,0.075,0.048,0.015,0.008,0.035,0.01,0.001,0.002,0.0041,0.0004,0.0003,0.0001,0,0.0002,0.0001,1.00E-05,1.00E-05
SEG_051326_233820_02,051326_233820,N/A,2026-05-14T00:00:00,2026-05-14T23:59:59,76190,45.445,6.467,2.598,1.519,1.031,1.303,0.44,0.179,0.225,0.6732,0.0958,0.0385,0.0225,0.0153,0.0193,0.0065,0.00265,0.00333
SEG_051326_233820_03,051326_233820,N/A,2026-05-15T00:00:00,2026-05-15T09:17:37,23830,12.686,1.851,1.008,0.38,0.293,0.387,0.246,0.045,0.016,0.2077,0.0303,0.0165,0.0062,0.0048,0.0063,0.004,0.00074,0.00026
SEG_051526_160039_01,051526_160039,N/A,2026-05-15T16:00:39,2026-05-15T23:59:59,21460,10.761,1.189,1.038,0.528,0.154,0.514,0.188,0.03,0.017,0.1155,0.0128,0.0111,0.0057,0.0017,0.0055,0.002,0.00032,0.00018
SEG_051526_160039_02,051526_160039,N/A,2026-05-16T00:00:00,2026-05-16T23:14:32,65059,28.735,3.475,1.589,0.584,0.534,0.921,0.324,0.126,0.096,0.2529,0.0306,0.014,0.0051,0.0047,0.0081,0.0029,0.00111,0.00084
SEG_051726_013236_01,051726_013236,N/A,2026-05-17T01:32:36,2026-05-17T19:14:47,49287,30.098,3.986,2.172,0.899,0.386,0.8,0.244,0.149,0.052,0.2151,0.0285,0.0155,0.0064,0.0028,0.0057,0.0017,0.00107,0.00037
SEG_051826_030603_01,051826_030603,N/A,2026-05-18T03:06:03,2026-05-18T23:59:59,62906,30.177,3.849,2.589,1.233,0.305,1.427,0.245,0.133,0.088,0.2191,0.0279,0.0188,0.009,0.0022,0.0104,0.0018,0.00097,0.00064
SEG_051826_030603_02,051826_030603,N/A,2026-05-19T00:00:00,2026-05-19T16:15:09,51664,23.889,2.54,1.927,0.81,0.24,0.633,0.474,0.064,0.089,0.1789,0.019,0.0144,0.0061,0.0018,0.0047,0.0036,0.00048,0.00067
SEG_052026_032421_01,052026_032421,N/A,2026-05-20T03:24:21,2026-05-20T23:59:59,63806,29.715,4.211,2.544,1.126,0.403,1.208,0.479,0.05,0.085,0.1629,0.0231,0.0139,0.0062,0.0022,0.0066,0.0026,0.00027,0.00047
SEG_052026_032421_02,052026_032421,N/A,2026-05-21T00:00:00,2026-05-21T18:43:25,60500,38.034,3.909,3.627,1.707,1.08,0.951,0.272,0.111,0.066,0.4954,0.0509,0.0472,0.0222,0.0141,0.0124,0.0035,0.00145,0.00086
SEG_052226_015621_01,052226_015621,N/A,2026-05-22T01:56:21,2026-05-22T14:09:07,41194,22.995,3.349,1.465,0.877,0.346,0.726,0.278,0.039,0.099,0.3788,0.0552,0.0241,0.0144,0.0057,0.012,0.0046,0.00064,0.00163
SEG_052226_232939_01,052226_232939,N/A,2026-05-22T23:29:39,2026-05-22T23:59:59,1559,1.082,0.14,0.065,0.047,0.017,0.044,0.01,0.005,0.004,0.018,0.0023,0.0011,0.0008,0.0003,0.0007,0.0002,8.00E-05,7.00E-05
SEG_052226_232939_02,052226_232939,N/A,2026-05-23T00:00:00,2026-05-23T23:59:59,68485,31.397,3.715,2.703,0.78,0.838,1.526,0.261,0.11,0.098,0.5633,0.0667,0.0485,0.014,0.015,0.0274,0.0047,0.00197,0.00176
SEG_052226_232939_03,052226_232939,N/A,2026-05-24T00:00:00,2026-05-24T19:07:52,63421,39.127,3.989,3.414,1.242,0.545,1.545,0.558,0.075,0.154,0.2675,0.0273,0.0233,0.0085,0.0037,0.0106,0.0038,0.00051,0.00105
SEG_052526_061159_01,052526_061159,N/A,2026-05-25T06:11:59,2026-05-25T23:59:59,49490,21.084,2.924,1.79,0.838,0.387,0.754,0.248,0.037,0.043,0.3477,0.0482,0.0295,0.0138,0.0064,0.0124,0.0041,0.00061,0.00071
SEG_052526_061159_02,052526_061159,N/A,2026-05-26T00:00:00,2026-05-26T23:59:59,80564,41.378,4.146,2.718,1.746,1.023,1.964,0.298,0.104,0.134,0.8141,0.0816,0.0535,0.0344,0.0201,0.0386,0.0059,0.00205,0.00264
SEG_052526_061159_03,052526_061159,N/A,2026-05-27T00:00:00,2026-05-27T04:52:00,14517,7.633,0.796,0.45,0.161,0.19,0.294,0.147,0.032,0.02,0.1002,0.0105,0.0059,0.0021,0.0025,0.0039,0.0019,0.00042,0.00026
SEG_052726_131312_01,052726_131312,N/A,2026-05-27T13:13:12,2026-05-27T21:16:24,21796,9.782,1.318,0.72,0.209,0.274,0.31,0.145,0.018,0.036,0.0727,0.0098,0.0053,0.0016,0.002,0.0023,0.0011,0.00013,0.00027
SEG_052826_102226_01,052826_102226,N/A,2026-05-28T10:22:26,2026-05-28T23:59:59,45739,19.297,2.224,1.6,0.74,0.345,0.62,0.127,0.026,0.05,0.1523,0.0176,0.0126,0.0058,0.0027,0.0049,0.001,0.00021,0.00039
SEG_052826_102226_02,052826_102226,N/A,2026-05-29T00:00:00,2026-05-29T23:59:59,75653,50.431,6.73,4.28,2.3,1.053,1.943,0.393,0.101,0.201,0.6072,0.081,0.0515,0.0277,0.0127,0.0234,0.0047,0.00122,0.00242
SEG_052826_102226_03,052826_102226,N/A,2026-05-30T00:00:00,2026-05-30T07:43:50,25697,11.202,1.502,0.998,0.231,0.143,0.252,0.219,0.021,0.018,0.131,0.0176,0.0117,0.0027,0.0017,0.0029,0.0026,0.00025,0.00021
SEG_053026_213329_01,053026_213329,N/A,2026-05-30T21:33:29,2026-05-30T23:59:59,8076,4.018,0.572,0.28,0.15,0.047,0.14,0.047,0.02,0.006,0.0265,0.0038,0.0018,0.001,0.0003,0.0009,0.0003,0.00013,4.00E-05
SEG_053026_213329_02,053026_213329,N/A,2026-05-31T00:00:00,2026-05-31T23:21:20,62636,39.379,4.463,2.371,1.497,0.957,1.448,0.241,0.162,0.174,0.4217,0.0478,0.0254,0.016,0.0102,0.0155,0.0026,0.00173,0.00186
