SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,REAL_TOTAL_PROD,REAL_STEAM2COND,REAL_STEAM2EXTR,REAL_WATER2COND,REAL_OIL2CONDEXTR,REAL_WATER2EXTR,REAL_ADD2CONDEXTR,REAL_ADD5,REAL_ADD6,WASTE_TOTAL_PROD,WASTE_STEAM2COND,WASTE_STEAM2EXTR,WASTE_WATER2COND,WASTE_OIL2CONDEXTR,WASTE_WATER2EXTR,WASTE_ADD2CONDEXTR,WASTE_ADD5,WASTE_ADD6
SEG_011026_195311_03,011026_195311,N/A,2026-01-12T00:00:00,2026-01-12T03:31:28,10214,6.921,1.013,0.471,0.294,0.077,0.258,0.126,0.023,0.007,0.0727,0.0106,0.0049,0.0031,0.0008,0.0027,0.0013,0.00024,7e-05
SEG_011226_095502_01,011226_095502,N/A,2026-01-12T09:55:02,2026-01-12T23:59:59,37424,22.917,3.168,1.515,0.629,0.619,0.495,0.392,0.047,0.078,0.2562,0.0354,0.0169,0.007,0.0069,0.0055,0.0044,0.00053,0.00087
SEG_011226_095502_02,011226_095502,N/A,2026-01-13T00:00:00,2026-01-13T00:44:44,2276,1.551,0.188,0.097,0.075,0.018,0.07,0.023,0.004,0.007,0.0273,0.0033,0.0017,0.0013,0.0003,0.0012,0.0004,7e-05,0.00012
SEG_011326_033645_01,011326_033645,N/A,2026-01-13T03:36:45,2026-01-13T23:59:59,61679,28.532,3.124,1.63,0.589,0.366,0.742,0.18,0.042,0.136,0.3934,0.0431,0.0225,0.0081,0.005,0.0102,0.0025,0.00058,0.00188
SEG_011326_033645_02,011326_033645,N/A,2026-01-14T00:00:00,2026-01-14T13:32:47,42814,28.954,3.091,2.002,1.377,0.789,1.025,0.46,0.067,0.031,0.2356,0.0252,0.0163,0.0112,0.0064,0.0083,0.0037,0.00055,0.00025
SEG_011426_212351_01,011426_212351,N/A,2026-01-14T21:23:51,2026-01-14T23:59:59,7384,4.757,0.624,0.442,0.168,0.122,0.196,0.08,0.019,0.007,0.0927,0.0122,0.0086,0.0033,0.0024,0.0038,0.0016,0.00037,0.00014
SEG_011426_212351_02,011426_212351,N/A,2026-01-15T00:00:00,2026-01-15T19:08:56,59202,35.479,4.196,3.546,1.021,0.529,1.068,0.42,0.116,0.063,0.4666,0.0552,0.0466,0.0134,0.007,0.014,0.0055,0.00153,0.00083
SEG_011626_052822_01,011626_052822,N/A,2026-01-16T05:28:22,2026-01-16T23:59:59,53005,26.25,2.85,2.11,0.956,0.292,1.065,0.463,0.031,0.071,0.1387,0.0151,0.0112,0.0051,0.0015,0.0056,0.0024,0.00016,0.00038
SEG_011626_052822_02,011626_052822,N/A,2026-01-17T00:00:00,2026-01-17T15:14:10,41560,24.177,2.725,1.324,0.67,0.325,0.57,0.258,0.062,0.076,0.4189,0.0472,0.0229,0.0116,0.0056,0.0099,0.0045,0.00107,0.00132
SEG_011826_031953_01,011826_031953,N/A,2026-01-18T03:19:53,2026-01-18T23:33:55,62620,29.222,3.315,2.794,0.953,0.41,1.058,0.369,0.116,0.08,0.2496,0.0283,0.0239,0.0081,0.0035,0.009,0.0032,0.00099,0.00068
SEG_011926_040930_01,011926_040930,N/A,2026-01-19T04:09:30,2026-01-19T12:33:44,26711,15.967,2.03,1.554,0.785,0.462,0.609,0.127,0.079,0.024,0.1218,0.0155,0.0119,0.006,0.0035,0.0046,0.001,0.0006,0.00018
SEG_012026_020013_01,012026_020013,N/A,2026-01-20T02:00:13,2026-01-20T10:06:53,24873,13.948,1.486,0.86,0.392,0.252,0.661,0.189,0.026,0.032,0.072,0.0077,0.0044,0.002,0.0013,0.0034,0.001,0.00013,0.00017
SEG_012026_220138_01,012026_220138,N/A,2026-01-20T22:01:38,2026-01-20T23:59:59,6569,3.277,0.355,0.219,0.073,0.089,0.146,0.039,0.005,0.014,0.0442,0.0048,0.003,0.001,0.0012,0.002,0.0005,7e-05,0.00019
SEG_012026_220138_02,012026_220138,N/A,2026-01-21T00:00:00,2026-01-21T23:59:59,65499,38.619,5.406,2.12,1.431,0.54,1.723,0.607,0.187,0.161,0.2054,0.0288,0.0113,0.0076,0.0029,0.0092,0.0032,0.00099,0.00086
SEG_012026_220138_03,012026_220138,N/A,2026-01-22T00:00:00,2026-01-22T19:26:55,59962,35.683,4.431,3.395,0.829,0.406,1.417,0.639,0.075,0.121,0.5166,0.0642,0.0492,0.012,0.0059,0.0205,0.0093,0.00109,0.00175
SEG_012326_081812_01,012326_081812,N/A,2026-01-23T08:18:12,2026-01-23T22:53:45,41012,19.34,2.267,1.162,0.899,0.42,0.574,0.308,0.088,0.07,0.1975,0.0232,0.0119,0.0092,0.0043,0.0059,0.0031,0.0009,0.00071
SEG_012426_094710_01,012426_094710,N/A,2026-01-24T09:47:10,2026-01-24T23:59:59,46918,28.436,3.614,2.712,1.206,0.788,1.059,0.42,0.103,0.048,0.1483,0.0188,0.0141,0.0063,0.0041,0.0055,0.0022,0.00054,0.00025
SEG_012426_094710_02,012426_094710,N/A,2026-01-25T00:00:00,2026-01-25T17:08:14,43938,23.193,3.176,1.758,0.515,0.624,0.674,0.248,0.1,0.057,0.4143,0.0567,0.0314,0.0092,0.0111,0.012,0.0044,0.00179,0.00102
SEG_012526_232113_01,012526_232113,N/A,2026-01-25T23:21:13,2026-01-25T23:59:59,1781,1.004,0.149,0.082,0.037,0.024,0.039,0.006,0.002,0.005,0.0068,0.001,0.0006,0.0003,0.0002,0.0003,0.0,1e-05,3e-05
SEG_012526_232113_02,012526_232113,N/A,2026-01-26T00:00:00,2026-01-26T23:59:59,61790,26.567,2.9,2.459,0.7,0.425,0.856,0.271,0.082,0.104,0.2947,0.0322,0.0273,0.0078,0.0047,0.0095,0.003,0.00091,0.00115
SEG_012526_232113_03,012526_232113,N/A,2026-01-27T00:00:00,2026-01-27T23:13:47,58716,40.48,5.976,3.435,1.008,1.142,1.726,0.324,0.183,0.043,0.3068,0.0453,0.026,0.0076,0.0087,0.0131,0.0025,0.00139,0.00033
SEG_012826_060356_01,012826_060356,N/A,2026-01-28T06:03:56,2026-01-28T23:59:59,50976,34.513,3.824,2.298,1.411,0.812,1.447,0.274,0.15,0.064,0.2521,0.0279,0.0168,0.0103,0.0059,0.0106,0.002,0.0011,0.00047
SEG_012826_060356_02,012826_060356,N/A,2026-01-29T00:00:00,2026-01-29T14:48:44,38823,21.034,3.057,1.993,0.443,0.609,0.823,0.155,0.037,0.105,0.1362,0.0198,0.0129,0.0029,0.0039,0.0053,0.001,0.00024,0.00068
