SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,REAL_TOTAL_PROD,REAL_STEAM2COND,REAL_STEAM2EXTR,REAL_WATER2COND,REAL_OIL2CONDEXTR,REAL_WATER2EXTR,REAL_ADD2CONDEXTR,REAL_ADD5,REAL_ADD6,WASTE_TOTAL_PROD,WASTE_STEAM2COND,WASTE_STEAM2EXTR,WASTE_WATER2COND,WASTE_OIL2CONDEXTR,WASTE_WATER2EXTR,WASTE_ADD2CONDEXTR,WASTE_ADD5,WASTE_ADD6
SEG_070826_203017_02,070826_203017,N/A,2026-07-09T00:00:00,2026-07-09T23:59:59,64368,32.431,4.078,2.203,0.935,0.97,1.344,0.222,0.136,0.112,0.2218,0.0279,0.0151,0.0064,0.0066,0.0092,0.0015,0.00093,0.00077
SEG_070826_203017_03,070826_203017,N/A,2026-07-10T00:00:00,2026-07-10T17:16:19,54547,23.64,3.24,2.23,1.133,0.592,1.104,0.357,0.117,0.066,0.4567,0.0626,0.0431,0.0219,0.0114,0.0213,0.0069,0.00226,0.00127
SEG_071126_015740_01,071126_015740,N/A,2026-07-11T01:57:40,2026-07-11T23:59:59,68341,45.613,5.381,3.286,1.113,0.764,1.048,0.846,0.213,0.074,0.8838,0.1043,0.0637,0.0216,0.0148,0.0203,0.0164,0.00413,0.00143
SEG_071126_015740_02,071126_015740,N/A,2026-07-12T00:00:00,2026-07-12T13:06:58,33373,19.813,2.314,1.07,0.949,0.265,0.819,0.334,0.054,0.091,0.2489,0.0291,0.0134,0.0119,0.0033,0.0103,0.0042,0.00068,0.00114
SEG_071226_210246_01,071226_210246,N/A,2026-07-12T21:02:46,2026-07-12T23:59:59,7896,3.532,0.474,0.31,0.117,0.037,0.132,0.05,0.007,0.006,0.0471,0.0063,0.0041,0.0016,0.0005,0.0018,0.0007,9e-05,8e-05
SEG_071226_210246_02,071226_210246,N/A,2026-07-13T00:00:00,2026-07-13T23:59:59,72212,31.324,3.924,2.095,1.241,0.66,1.172,0.213,0.034,0.156,0.4883,0.0612,0.0327,0.0193,0.0103,0.0183,0.0033,0.00053,0.00243
SEG_071226_210246_03,071226_210246,N/A,2026-07-14T00:00:00,2026-07-14T15:38:47,47261,25.83,3.13,2.166,0.577,0.737,0.774,0.278,0.092,0.086,0.3795,0.046,0.0318,0.0085,0.0108,0.0114,0.0041,0.00135,0.00126
SEG_071526_005246_01,071526_005246,N/A,2026-07-15T00:52:46,2026-07-15T10:42:48,32381,13.659,1.987,1.217,0.648,0.273,0.307,0.085,0.028,0.037,0.1737,0.0253,0.0155,0.0082,0.0035,0.0039,0.0011,0.00036,0.00047
SEG_071526_204941_01,071526_204941,N/A,2026-07-15T20:49:41,2026-07-15T23:59:59,8151,3.963,0.423,0.299,0.117,0.055,0.099,0.03,0.008,0.012,0.0448,0.0048,0.0034,0.0013,0.0006,0.0011,0.0003,9e-05,0.00014
SEG_071526_204941_02,071526_204941,N/A,2026-07-16T00:00:00,2026-07-16T02:51:55,8199,4.692,0.545,0.324,0.23,0.064,0.187,0.042,0.016,0.016,0.0569,0.0066,0.0039,0.0028,0.0008,0.0023,0.0005,0.00019,0.00019
SEG_071626_061352_01,071626_061352,N/A,2026-07-16T06:13:52,2026-07-16T17:23:08,34958,23.119,3.017,1.873,0.561,0.522,1.147,0.195,0.034,0.107,0.3556,0.0464,0.0288,0.0086,0.008,0.0176,0.003,0.00052,0.00165
SEG_071726_040243_01,071726_040243,N/A,2026-07-17T04:02:43,2026-07-17T23:59:59,64074,33.323,4.325,2.78,0.701,0.706,1.353,0.236,0.1,0.061,0.5167,0.0671,0.0431,0.0109,0.0109,0.021,0.0037,0.00155,0.00095
SEG_071726_040243_02,071726_040243,N/A,2026-07-18T00:00:00,2026-07-18T16:03:30,41229,20.343,2.811,1.946,0.704,0.473,0.62,0.119,0.039,0.098,0.1223,0.0169,0.0117,0.0042,0.0028,0.0037,0.0007,0.00023,0.00059
SEG_071926_032327_01,071926_032327,N/A,2026-07-19T03:23:27,2026-07-19T23:59:59,62860,36.218,4.185,3.133,1.322,1.051,1.404,0.532,0.103,0.176,0.3471,0.0401,0.03,0.0127,0.0101,0.0135,0.0051,0.00099,0.00169
SEG_071926_032327_02,071926_032327,N/A,2026-07-20T00:00:00,2026-07-20T03:09:09,8247,4.657,0.535,0.387,0.118,0.062,0.215,0.044,0.019,0.008,0.0552,0.0063,0.0046,0.0014,0.0007,0.0025,0.0005,0.00023,9e-05
SEG_072026_170126_01,072026_170126,N/A,2026-07-20T17:01:26,2026-07-20T23:59:59,22207,13.695,1.64,0.747,0.477,0.388,0.64,0.216,0.04,0.035,0.1172,0.014,0.0064,0.0041,0.0033,0.0055,0.0018,0.00034,0.0003
SEG_072026_170126_02,072026_170126,N/A,2026-07-21T00:00:00,2026-07-21T23:59:59,66807,34.038,4.967,2.715,1.125,0.352,0.971,0.455,0.046,0.14,0.1798,0.0262,0.0143,0.0059,0.0019,0.0051,0.0024,0.00024,0.00074
SEG_072026_170126_03,072026_170126,N/A,2026-07-22T00:00:00,2026-07-22T15:32:41,51030,23.264,2.985,1.713,0.876,0.493,1.041,0.378,0.06,0.101,0.2998,0.0385,0.0221,0.0113,0.0064,0.0134,0.0049,0.00077,0.0013
SEG_072326_020551_01,072326_020551,N/A,2026-07-23T02:05:51,2026-07-23T23:59:59,63318,30.882,4.156,2.85,1.08,0.915,1.528,0.357,0.077,0.057,0.4792,0.0645,0.0442,0.0168,0.0142,0.0237,0.0055,0.00119,0.00088
SEG_072326_020551_02,072326_020551,N/A,2026-07-24T00:00:00,2026-07-24T03:42:03,11107,4.854,0.587,0.444,0.164,0.108,0.205,0.086,0.007,0.01,0.064,0.0077,0.0059,0.0022,0.0014,0.0027,0.0011,9e-05,0.00013
SEG_072426_084151_01,072426_084151,N/A,2026-07-24T08:41:51,2026-07-24T23:59:59,50899,22.024,3.289,1.795,0.593,0.352,0.931,0.142,0.085,0.058,0.3257,0.0486,0.0265,0.0088,0.0052,0.0138,0.0021,0.00126,0.00086
SEG_072426_084151_02,072426_084151,N/A,2026-07-25T00:00:00,2026-07-25T16:42:11,50014,24.005,2.757,1.399,0.829,0.656,0.942,0.474,0.055,0.067,0.4143,0.0476,0.0241,0.0143,0.0113,0.0163,0.0082,0.00095,0.00116
SEG_072626_060431_01,072626_060431,N/A,2026-07-26T06:04:31,2026-07-26T11:11:19,16154,8.607,1.091,0.623,0.174,0.09,0.191,0.051,0.019,0.037,0.1199,0.0152,0.0087,0.0024,0.0013,0.0027,0.0007,0.00026,0.00052
SEG_072626_225123_01,072626_225123,N/A,2026-07-26T22:51:23,2026-07-26T23:59:59,3283,1.643,0.194,0.145,0.081,0.045,0.06,0.013,0.008,0.004,0.0192,0.0023,0.0017,0.0009,0.0005,0.0007,0.0002,9e-05,5e-05
SEG_072626_225123_02,072626_225123,N/A,2026-07-27T00:00:00,2026-07-27T23:59:59,77187,44.064,6.519,3.125,1.69,1.122,2.189,0.608,0.082,0.142,0.4296,0.0636,0.0305,0.0165,0.0109,0.0213,0.0059,0.0008,0.00138
SEG_072626_225123_03,072626_225123,N/A,2026-07-28T00:00:00,2026-07-28T18:09:05,56679,37.597,4.047,1.968,1.866,0.824,1.365,0.711,0.177,0.052,0.5175,0.0557,0.0271,0.0257,0.0113,0.0188,0.0098,0.00244,0.00072
SEG_072826_223205_01,072826_223205,N/A,2026-07-28T22:32:05,2026-07-28T23:59:59,4668,2.667,0.362,0.165,0.094,0.047,0.099,0.018,0.013,0.005,0.0212,0.0029,0.0013,0.0007,0.0004,0.0008,0.0001,0.0001,4e-05
SEG_072826_223205_02,072826_223205,N/A,2026-07-29T00:00:00,2026-07-29T08:32:46,26461,16.734,1.938,1.01,0.681,0.247,0.694,0.297,0.059,0.031,0.1534,0.0178,0.0093,0.0062,0.0023,0.0064,0.0027,0.00054,0.00028
SEG_072926_175858_01,072926_175858,N/A,2026-07-29T17:58:58,2026-07-29T23:59:59,18735,9.306,1.262,0.72,0.407,0.119,0.294,0.117,0.024,0.016,0.0909,0.0123,0.007,0.004,0.0012,0.0029,0.0011,0.00023,0.00016
SEG_072926_175858_02,072926_175858,N/A,2026-07-30T00:00:00,2026-07-30T02:31:24,7600,5.072,0.621,0.349,0.103,0.131,0.207,0.081,0.023,0.02,0.0329,0.004,0.0023,0.0007,0.0008,0.0013,0.0005,0.00015,0.00013
