SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,REAL_TOTAL_PROD,REAL_STEAM2COND,REAL_STEAM2EXTR,REAL_WATER2COND,REAL_OIL2CONDEXTR,REAL_WATER2EXTR,REAL_ADD2CONDEXTR,REAL_ADD5,REAL_ADD6,WASTE_TOTAL_PROD,WASTE_STEAM2COND,WASTE_STEAM2EXTR,WASTE_WATER2COND,WASTE_OIL2CONDEXTR,WASTE_WATER2EXTR,WASTE_ADD2CONDEXTR,WASTE_ADD5,WASTE_ADD6
SEG_062026_070715_01,062026_070715,N/A,2026-06-20T07:07:15,2026-06-20T23:59:59,56599,38.795,4.075,3.552,1.427,0.46,0.809,0.558,0.095,0.139,0.2886,0.0303,0.0264,0.0106,0.0034,0.006,0.0042,0.00071,0.00103
SEG_062026_070715_02,062026_070715,N/A,2026-06-21T00:00:00,2026-06-21T23:59:59,64367,27.697,3.405,2.053,0.745,0.808,1.324,0.392,0.03,0.038,0.4559,0.0561,0.0338,0.0123,0.0133,0.0218,0.0065,0.00049,0.00063
SEG_062026_070715_03,062026_070715,N/A,2026-06-22T00:00:00,2026-06-22T02:11:33,6722,4.319,0.625,0.308,0.1,0.077,0.133,0.067,0.008,0.012,0.0833,0.0121,0.0059,0.0019,0.0015,0.0026,0.0013,0.00015,0.00023
SEG_062226_140510_01,062226_140510,N/A,2026-06-22T14:05:10,2026-06-22T23:59:59,25220,13.687,1.705,0.91,0.455,0.14,0.437,0.25,0.033,0.058,0.192,0.0239,0.0128,0.0064,0.002,0.0061,0.0035,0.00046,0.00081
SEG_062226_140510_02,062226_140510,N/A,2026-06-23T00:00:00,2026-06-23T21:48:25,65051,35.142,4.639,2.369,1.747,0.492,1.586,0.287,0.166,0.102,0.4262,0.0563,0.0287,0.0212,0.006,0.0192,0.0035,0.00201,0.00124
SEG_062426_074645_01,062426_074645,N/A,2026-06-24T07:46:45,2026-06-24T23:59:59,46284,24.94,3.558,2.44,1.239,0.69,0.593,0.456,0.026,0.063,0.2608,0.0372,0.0255,0.013,0.0072,0.0062,0.0048,0.00027,0.00066
SEG_062426_074645_02,062426_074645,N/A,2026-06-25T00:00:00,2026-06-25T12:32:14,35173,20.195,2.942,1.799,0.405,0.275,0.506,0.259,0.084,0.035,0.1383,0.0201,0.0123,0.0028,0.0019,0.0035,0.0018,0.00058,0.00024
SEG_062526_160912_01,062526_160912,N/A,2026-06-25T16:09:12,2026-06-25T23:59:59,21527,11.258,1.351,1.12,0.433,0.285,0.277,0.127,0.014,0.047,0.2116,0.0254,0.0211,0.0081,0.0054,0.0052,0.0024,0.00026,0.00088
SEG_062526_160912_02,062526_160912,N/A,2026-06-26T00:00:00,2026-06-26T23:59:59,65627,36.769,4.342,3.099,1.602,0.652,0.944,0.69,0.177,0.096,0.4192,0.0495,0.0353,0.0183,0.0074,0.0108,0.0079,0.00202,0.00109
SEG_062526_160912_03,062526_160912,N/A,2026-06-27T00:00:00,2026-06-27T10:22:06,33080,21.929,2.287,1.706,0.709,0.559,0.995,0.324,0.096,0.029,0.3979,0.0415,0.031,0.0129,0.0101,0.0181,0.0059,0.00174,0.00053
SEG_062826_000000_01,062826_000000,N/A,2026-06-28T00:00:00,2026-06-28T23:59:59,77009,36.319,4.672,2.107,1.302,0.802,1.811,0.358,0.051,0.117,0.1848,0.0238,0.0107,0.0066,0.0041,0.0092,0.0018,0.00026,0.0006
SEG_062826_000000_02,062826_000000,N/A,2026-06-29T00:00:00,2026-06-29T06:24:08,18898,10.319,1.356,0.984,0.381,0.205,0.27,0.102,0.038,0.02,0.1137,0.0149,0.0108,0.0042,0.0023,0.003,0.0011,0.00042,0.00022
SEG_062926_165417_01,062926_165417,N/A,2026-06-29T16:54:17,2026-06-29T23:59:59,23262,12.597,1.51,0.917,0.471,0.248,0.295,0.243,0.044,0.013,0.2155,0.0258,0.0157,0.0081,0.0042,0.005,0.0042,0.00075,0.00022
SEG_062926_165417_02,062926_165417,N/A,2026-06-30T00:00:00,2026-06-30T13:21:58,38629,24.947,2.671,1.616,0.929,0.481,0.99,0.181,0.087,0.074,0.286,0.0306,0.0185,0.0107,0.0055,0.0114,0.0021,0.001,0.00085
SEG_063026_201806_01,063026_201806,N/A,2026-06-30T20:18:06,2026-06-30T23:59:59,11384,5.576,0.587,0.482,0.261,0.056,0.113,0.111,0.007,0.02,0.1094,0.0115,0.0095,0.0051,0.0011,0.0022,0.0022,0.00014,0.00039
