SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,REAL_TOTAL_PROD,REAL_STEAM2COND,REAL_STEAM2EXTR,REAL_WATER2COND,REAL_OIL2CONDEXTR,REAL_WATER2EXTR,REAL_ADD2CONDEXTR,REAL_ADD5,REAL_ADD6,WASTE_TOTAL_PROD,WASTE_STEAM2COND,WASTE_STEAM2EXTR,WASTE_WATER2COND,WASTE_OIL2CONDEXTR,WASTE_WATER2EXTR,WASTE_ADD2CONDEXTR,WASTE_ADD5,WASTE_ADD6
SEG_021526_233018_02,021526_233018,N/A,2026-02-16T00:00:00,2026-02-16T07:56:41,24683,10.507,1.185,0.952,0.334,0.211,0.397,0.181,0.012,0.05,0.1775,0.02,0.0161,0.0056,0.0036,0.0067,0.0031,0.0002,0.00084
SEG_021626_104412_01,021626_104412,N/A,2026-02-16T10:44:12,2026-02-16T23:59:59,45014,27.411,3.889,2.007,1.311,0.423,1.28,0.265,0.081,0.094,0.2842,0.0403,0.0208,0.0136,0.0044,0.0133,0.0027,0.00084,0.00097
SEG_021626_104412_02,021626_104412,N/A,2026-02-17T00:00:00,2026-02-17T07:23:24,22353,13.839,1.924,0.849,0.287,0.316,0.537,0.12,0.014,0.015,0.2159,0.03,0.0132,0.0045,0.0049,0.0084,0.0019,0.00022,0.00023
SEG_021726_135749_01,021726_135749,N/A,2026-02-17T13:57:49,2026-02-17T23:59:59,29778,15.601,2.172,1.423,0.352,0.183,0.468,0.15,0.063,0.018,0.2879,0.0401,0.0263,0.0065,0.0034,0.0086,0.0028,0.00116,0.00033
SEG_021726_135749_02,021726_135749,N/A,2026-02-18T00:00:00,2026-02-18T23:59:59,64182,41.89,4.19,2.977,1.084,1.049,1.677,0.609,0.047,0.195,0.4902,0.049,0.0348,0.0127,0.0123,0.0196,0.0071,0.00055,0.00228
SEG_021726_135749_03,021726_135749,N/A,2026-02-19T00:00:00,2026-02-19T10:12:16,31716,17.989,2.268,1.727,0.363,0.515,0.361,0.333,0.044,0.039,0.2974,0.0375,0.0286,0.006,0.0085,0.006,0.0055,0.00073,0.00064
SEG_021926_143631_01,021926_143631,N/A,2026-02-19T14:36:31,2026-02-19T23:59:59,30633,15.437,2.132,0.962,0.719,0.371,0.768,0.252,0.021,0.076,0.2151,0.0297,0.0134,0.01,0.0052,0.0107,0.0035,0.00029,0.00106
SEG_021926_143631_02,021926_143631,N/A,2026-02-20T00:00:00,2026-02-20T18:24:39,50631,23.666,2.549,1.39,0.795,0.449,0.829,0.146,0.117,0.086,0.1221,0.0132,0.0072,0.0041,0.0023,0.0043,0.0008,0.0006,0.00044
SEG_022126_050450_01,022126_050450,N/A,2026-02-21T05:04:50,2026-02-21T23:59:59,60764,41.968,4.823,3.993,0.869,1.17,1.37,0.743,0.061,0.193,0.6056,0.0696,0.0576,0.0125,0.0169,0.0198,0.0107,0.00088,0.00279
SEG_022126_050450_02,022126_050450,N/A,2026-02-22T00:00:00,2026-02-22T23:59:59,66561,43.249,5.792,3.451,1.506,0.787,1.985,0.746,0.185,0.109,0.695,0.0931,0.0555,0.0242,0.0126,0.0319,0.012,0.00297,0.00175
SEG_022126_050450_03,022126_050450,N/A,2026-02-23T00:00:00,2026-02-23T03:53:47,11903,6.175,0.653,0.585,0.185,0.104,0.134,0.09,0.026,0.008,0.1169,0.0124,0.0111,0.0035,0.002,0.0025,0.0017,0.00049,0.00015
SEG_022326_094740_01,022326_094740,N/A,2026-02-23T09:47:40,2026-02-23T23:59:59,47989,28.531,3.846,1.775,1.173,0.554,0.713,0.545,0.057,0.082,0.2692,0.0363,0.0167,0.0111,0.0052,0.0067,0.0051,0.00054,0.00077
SEG_022326_094740_02,022326_094740,N/A,2026-02-24T00:00:00,2026-02-24T18:15:01,46671,31.053,4.484,3.03,1.534,0.4,0.82,0.436,0.147,0.102,0.2204,0.0318,0.0215,0.0109,0.0028,0.0058,0.0031,0.00104,0.00072
SEG_022426_222731_01,022426_222731,N/A,2026-02-24T22:27:31,2026-02-24T23:59:59,3908,1.845,0.197,0.168,0.037,0.021,0.067,0.013,0.003,0.006,0.0134,0.0014,0.0012,0.0003,0.0002,0.0005,0.0001,2e-05,4e-05
SEG_022426_222731_02,022426_222731,N/A,2026-02-25T00:00:00,2026-02-25T23:59:59,63516,33.34,3.383,2.578,1.426,0.732,0.835,0.21,0.055,0.078,0.1965,0.0199,0.0152,0.0084,0.0043,0.0049,0.0012,0.00032,0.00046
SEG_022426_222731_03,022426_222731,N/A,2026-02-26T00:00:00,2026-02-26T21:55:57,63927,38.214,5.659,3.636,1.898,1.086,1.223,0.284,0.113,0.166,0.5989,0.0887,0.057,0.0297,0.017,0.0192,0.0045,0.00177,0.0026
SEG_022726_095155_01,022726_095155,N/A,2026-02-27T09:51:55,2026-02-27T23:59:59,38048,23.968,3.419,2.28,0.941,0.544,1.127,0.335,0.061,0.047,0.286,0.0408,0.0272,0.0112,0.0065,0.0134,0.004,0.00073,0.00056
SEG_022726_095155_02,022726_095155,N/A,2026-02-28T00:00:00,2026-02-28T03:28:22,10123,5.158,0.689,0.412,0.167,0.097,0.174,0.098,0.025,0.019,0.0524,0.007,0.0042,0.0017,0.001,0.0018,0.001,0.00025,0.00019
